0.08198959,0.4288435,0.002158412,359.3062,179.6636,90.0002
0.08198962,0.4288438,0.002151155,359.3076,179.6655,90.00021
0.08198987,0.4288436,0.002140403,359.3098,179.6683,90.0002
0.08198997,0.4288438,0.002126427,359.3129,179.6718,90.00019
0.08198997,0.4288438,0.002126427,359.3129,179.6718,90.00019
0.08199016,0.4288439,0.002109521,359.3167,179.676,90.0002
0.08199045,0.4288439,0.002090002,359.321,179.6808,90.00021
0.08199071,0.428844,0.00206802,359.3261,179.6862,90.0002
0.08199071,0.428844,0.00206802,359.3261,179.6862,90.0002
0.08199101,0.4288442,0.002043994,359.3317,179.692,90.0002
0.08199135,0.4288444,0.00201815,359.3376,179.6983,90.00021
0.08199135,0.4288444,0.00201815,359.3376,179.6983,90.00021
0.08199172,0.4288445,0.001990805,359.3441,179.705,90.00021
0.08199172,0.4288445,0.001990805,359.3441,179.705,90.00021
0.08199202,0.4288447,0.001962201,359.3508,179.7119,90.00021
0.08199202,0.4288447,0.001962201,359.3508,179.7119,90.00021
0.08199237,0.4288448,0.001932673,359.3577,179.719,90.00021
0.08199273,0.4288448,0.001901784,359.3641,179.7266,90.0002
0.08199273,0.4288448,0.001901784,359.3641,179.7266,90.0002
0.08199306,0.428845,0.001871226,359.3712,179.7342,90.0002
0.08199306,0.428845,0.001871226,359.3712,179.7342,90.0002
0.08199342,0.4288451,0.001840576,359.3788,179.7416,90.00021
0.08199368,0.4288454,0.001809863,359.3863,179.7489,90.00021
0.08199368,0.4288454,0.001809863,359.3863,179.7489,90.00021
0.08199406,0.4288453,0.001778837,359.3932,179.7564,90.00021
0.08199406,0.4288453,0.001778837,359.3932,179.7564,90.00021
0.08199436,0.4288455,0.001748835,359.4005,179.7637,90.0002
0.08199457,0.4288457,0.001719651,359.408,179.7706,90.00019
0.08199457,0.4288457,0.001719651,359.408,179.7706,90.00019
0.08199493,0.4288457,0.001691232,359.4153,179.7773,90.00021
0.08199515,0.4288459,0.001663081,359.4215,179.784,90.00021
0.08199515,0.4288459,0.001663081,359.4215,179.784,90.00021
0.08199541,0.4288461,0.001636775,359.4279,179.7903,90.00023
0.08199541,0.4288461,0.001636775,359.4279,179.7903,90.00023
0.08199562,0.4288461,0.001611907,359.4344,179.7962,90.00021
0.08199562,0.4288461,0.001611907,359.4344,179.7962,90.00021
0.08199585,0.4288463,0.001588359,359.4404,179.8017,90.00021
0.08199596,0.4288463,0.001566192,359.4461,179.8068,90.0002
0.08199596,0.4288463,0.001566192,359.4461,179.8068,90.0002
0.08199617,0.4288465,0.00154508,359.4507,179.8119,90.0002
0.08199617,0.4288465,0.00154508,359.4507,179.8119,90.0002
0.08199643,0.4288465,0.001526296,359.4553,179.8165,90.00021
0.08199643,0.4288465,0.001526296,359.4553,179.8165,90.00021
